iter	Passed	Remaining
399	56197	28098
400	56353	27965
401	56431	27794
402	56569	27652
403	56706	27510
404	56807	27351
405	56896	27186
406	57031	27044
407	57154	26896
408	57295	26756
409	57456	26626
410	57625	26499
411	57787	26368
412	57935	26232
413	58064	26086
414	58201	25945
415	58339	25803
416	58481	25664
417	58623	25525
418	58748	25378
419	58871	25230
420	59011	25090
421	59147	24948
422	59295	24811
423	59436	24671
424	59521	24508
425	59620	24351
426	59769	24215
427	59918	24079
428	60080	23948
429	60223	23809
430	60386	23678
431	60527	23538
432	60663	23396
433	60790	23251
434	60925	23109
435	61077	22974
436	61232	22839
437	61342	22688
438	61490	22551
439	61627	22409
440	61784	22276
441	61939	22141
442	62106	22010
443	62241	21868
444	62382	21728
445	62509	21583
446	62583	21421
447	62722	21280
448	62872	21144
449	63013	21004
450	63141	20860
451	63265	20715
452	63409	20576
453	63536	20432
454	63693	20297
455	63833	20157
456	63888	19991
457	64024	19850
458	64160	19709
459	64328	19578
460	64478	19441
461	64624	19303
462	64751	19159
463	64882	19017
464	65011	18874
465	65152	18734
466	65248	18582
467	65389	18443
468	65525	18302
469	65666	18163
470	65798	18021
471	65953	17885
472	66096	17746
473	66253	17611
474	66410	17476
475	66534	17332
476	66675	17192
477	66810	17052
478	66959	16914
479	67118	16779
480	67263	16641
481	67396	16499
482	67547	16362
483	67705	16226
484	67871	16093
485	68026	15956
486	68188	15821
487	68330	15682
488	68415	15529
489	68569	15393
490	68740	15260
491	68920	15128
492	69093	14996
493	69258	14861
494	69419	14725
495	69571	14587
496	69717	14448
497	69855	14307
498	70033	14175
499	70183	14036
500	70267	13885
501	70421	13747
502	70570	13608
503	70712	13468
504	70797	13318
505	70942	13178
506	71071	13036
507	71211	12896
508	71339	12754
509	71425	12604
510	71578	12466
511	71732	12328
512	71861	12187
513	72000	12046
514	72092	11898
515	72233	11758
516	72389	11621
517	72515	11479
518	72651	11338
519	72792	11198
520	72934	11059
521	73074	10919
522	73147	10769
523	73271	10627
524	73410	10487
525	73541	10346
526	73593	10194
527	73740	10055
528	73880	9915
529	74022	9776
530	74172	9638
531	74228	9487
532	74374	9349
533	74505	9208
534	74641	9068
535	74775	8928
536	74908	8788
537	75051	8649
538	75183	8508
539	75316	8368
540	75447	8228
541	75540	8083
542	75669	7943
543	75768	7799
544	75910	7660
545	76050	7521
546	76195	7382
547	76320	7242
548	76457	7102
549	76595	6963
550	76689	6819
551	76820	6680
552	76960	6540
553	77089	6400
554	77227	6261
555	77364	6122
556	77492	5982
557	77623	5842
558	77751	5702
559	77902	5564
560	78037	5425
561	78166	5285
562	78296	5145
563	78427	5006
564	78554	4866
565	78690	4727
566	78778	4584
567	78912	4445
568	79053	4306
569	79209	4168
570	79346	4029
571	79438	3888
572	79573	3749
573	79694	3609
574	79819	3470
575	79950	3331
576	80099	3192
577	80216	3053
578	80360	2914
579	80499	2775
580	80658	2637
581	80789	2498
582	80898	2358
583	80965	2218
584	81095	2079
585	81242	1940
586	81375	1802
587	81501	1663
588	81631	1524
589	81772	1385
590	81897	1247
591	82025	1108
592	82169	969
593	82298	831
594	82448	692
595	82596	554
596	82742	415
597	82815	276
598	82947	138
599	83088	0
