iter	Passed	Remaining
0	130	78301
1	269	80670
2	423	84300
3	562	83760
4	708	84320
5	871	86312
6	1068	90498
7	1248	92357
8	1387	91139
9	1566	92420
10	1707	91454
11	1843	90349
12	1984	89614
13	2112	88443
14	2239	87328
15	2375	86689
16	2518	86374
17	2657	85915
18	2787	85238
19	2943	85354
20	3130	86311
21	3310	86974
22	3473	87132
23	3650	87602
24	3792	87218
25	3948	87172
26	4114	87329
27	4263	87096
28	4411	86868
29	4575	86927
30	4743	87065
31	4888	86762
32	5030	86436
33	5171	86086
34	5300	85561
35	5469	85684
36	5609	85353
37	5753	85091
38	5930	85306
39	6082	85149
40	6247	85185
41	6398	85003
42	6552	84877
43	6717	84884
44	6858	84586
45	7005	84375
46	7152	84153
47	7295	83901
48	7454	83826
49	7600	83604
50	7736	83277
51	7881	83055
52	7939	81938
53	8085	81754
54	8150	80763
55	8295	80585
56	8446	80464
57	8600	80370
58	8740	80149
59	8862	79764
60	9010	79615
61	9136	79276
62	9283	79130
63	9434	79012
64	9574	78804
65	9705	78529
66	9845	78322
67	9995	78201
68	10143	78063
69	10299	77979
70	10446	77831
71	10592	77676
72	10734	77495
73	10844	77086
74	10999	76993
75	11142	76823
76	11307	76799
77	11464	76724
78	11631	76707
79	11798	76689
80	11947	76554
81	12103	76459
82	12235	76216
83	12372	76000
84	12512	75813
85	12674	75753
86	12814	75559
87	12961	75409
88	13102	75228
89	13266	75176
90	13404	74974
91	13551	74830
92	13696	74670
93	13832	74459
94	13963	74229
95	14101	74031
96	14249	73891
97	14401	73769
98	14579	73781
99	14741	73709
100	14892	73576
101	15032	73395
102	15178	73240
103	15304	72991
104	15443	72806
105	15598	72693
106	15745	72545
107	15897	72421
108	16038	72247
109	16173	72045
110	16322	71907
111	16460	71720
112	16623	71642
113	16781	71543
114	16924	71378
115	17070	71226
116	17198	71000
117	17302	70676
118	17411	70375
119	17551	70206
120	17694	70046
121	17828	69854
122	17985	69749
123	18132	69604
124	18248	69346
125	18366	69094
126	18501	68906
127	18645	68754
128	18714	68329
129	18932	68449
130	19104	68398
131	19236	68202
132	19384	68062
133	19530	67920
134	19652	67691
135	19751	67387
136	19894	67234
137	20049	67122
138	20204	67008
139	20317	66758
140	20457	66597
141	20613	66487
142	20767	66367
143	20899	66182
144	21042	66029
145	21180	65863
146	21313	65679
147	21469	65570
148	21623	65452
149	21778	65334
150	21905	65135
151	22049	64988
152	22103	64576
153	22243	64420
154	22382	64258
155	22525	64109
156	22596	63759
157	22742	63620
158	22875	63446
159	23013	63285
160	23151	63128
161	23284	62955
162	23437	62836
163	23584	62700
164	23750	62615
165	23907	62505
166	24037	62323
167	24172	62158
168	24303	61981
169	24447	61837
170	24599	61715
171	24728	61533
172	24864	61370
173	25015	61245
174	25145	61066
175	25224	60768
176	25350	60583
177	25491	60435
178	25636	60296
179	25773	60139
180	25912	59986
181	26061	59854
182	26205	59714
183	26334	59538
184	26476	59394
185	26622	59256
186	26744	59067
187	26890	58930
188	27027	58773
189	27172	58634
190	27313	58487
191	27440	58310
192	27595	58192
193	27729	58031
194	27861	57866
195	27992	57699
196	28123	57532
197	28256	57368
198	28381	57191
199	28520	57040
200	28666	56905
201	28803	56751
202	28929	56576
203	29060	56411
204	29197	56257
205	29259	55962
206	29388	55794
207	29521	55636
208	29680	55526
209	29832	55402
210	29962	55239
211	30105	55098
212	30251	54963
213	30374	54787
214	30520	54653
215	30661	54509
216	30804	54368
217	30955	54243
218	31094	54096
219	31213	53914
220	31352	53768
221	31497	53630
222	31637	53486
223	31777	53340
224	31920	53200
225	32051	53041
226	32183	52882
227	32325	52741
228	32502	52657
229	32672	52559
230	32836	52452
231	33044	52415
232	33211	52311
233	33376	52204
234	33533	52083
235	33697	51974
236	33868	51873
237	34033	51765
238	34179	51627
239	34321	51482
240	34467	51343
241	34603	51190
242	34742	51040
243	34895	50912
244	35040	50772
245	35200	50654
246	35350	50521
247	35498	50385
248	35646	50248
249	35798	50117
250	35933	49962
251	36075	49818
252	36211	49665
253	36342	49505
254	36479	49354
255	36628	49220
256	36778	49085
257	36918	48938
258	37046	48775
259	37199	48645
260	37344	48504
261	37475	48346
262	37634	48223
263	37768	48069
264	37936	47956
265	38091	47829
266	38235	47687
267	38404	47575
268	38565	47454
269	38709	47311
270	38843	47156
271	38972	46996
272	39113	46850
273	39254	46704
274	39354	46509
275	39478	46344
276	39623	46203
277	39755	46047
278	39892	45898
279	40024	45742
280	40177	45610
281	40343	45493
282	40494	45359
283	40633	45211
284	40784	45077
285	40938	44946
286	41080	44801
287	41224	44660
288	41361	44509
289	41498	44360
290	41633	44208
291	41778	44067
292	41920	43923
293	42076	43794
294	42212	43643
295	42366	43511
296	42512	43371
297	42655	43227
298	42786	43072
299	42934	42934
300	43067	42781
301	43209	42637
302	43342	42483
303	43490	42346
304	43627	42196
305	43773	42056
306	43909	41907
307	44026	41739
308	44161	41589
309	44310	41451
310	44449	41304
311	44592	41162
312	44732	41016
313	44841	40842
314	44994	40709
315	45136	40565
316	45291	40433
317	45442	40297
318	45599	40167
319	45730	40013
320	45869	39867
321	46005	39719
322	46143	39571
323	46277	39421
324	46414	39274
325	46563	39136
326	46707	38994
327	46849	38850
328	46990	38706
329	47114	38548
330	47246	38396
331	47376	38243
332	47538	38116
333	47704	37991
334	47841	37844
335	47996	37711
336	48142	37571
337	48287	37430
338	48429	37286
339	48578	37148
340	48737	37017
341	48826	36833
342	48969	36691
343	49089	36531
344	49241	36396
345	49405	36268
346	49544	36123
347	49693	35984
348	49867	35864
349	50022	35730
350	50120	35555
351	50248	35402
352	50390	35259
353	50542	35122
354	50728	35009
355	50883	34875
356	51028	34734
357	51157	34581
358	51308	34443
359	51399	34266
360	51520	34108
361	51667	33969
362	51810	33826
363	51961	33689
364	52100	33544
365	52231	33393
366	52372	33250
367	52520	33110
368	52674	32974
369	52800	32821
370	52940	32677
371	53062	32522
372	53183	32366
373	53314	32216
374	53427	32056
375	53551	31903
376	53685	31755
377	53817	31607
378	53901	31430
379	54044	31288
380	54160	31131
381	54304	30990
382	54442	30846
383	54580	30701
384	54713	30554
385	54854	30411
386	54981	30260
387	55118	30116
388	55259	29973
389	55386	29823
390	55523	29678
391	55664	29536
392	55804	29393
393	55946	29251
394	56083	29106
395	56214	28959
396	56344	28810
397	56462	28656
398	56585	28505
399	56726	28363
400	56867	28221
401	57016	28082
402	57139	27931
403	57277	27788
404	57414	27643
405	57552	27500
406	57693	27358
407	57830	27214
408	57958	27066
409	58093	26921
410	58221	26773
411	58356	26628
412	58498	26487
413	58565	26312
414	58653	26146
415	58802	26008
416	58945	25868
417	59089	25727
418	59221	25582
419	59354	25437
420	59472	25286
421	59624	25149
422	59764	25007
423	59895	24862
424	60031	24718
425	60118	24555
426	60257	24413
427	60408	24276
428	60544	24133
429	60671	23986
430	60803	23841
431	60944	23700
432	61082	23558
433	61213	23413
434	61346	23269
435	61494	23131
436	61624	22985
437	61760	22843
438	61909	22704
439	62049	22563
440	62174	22416
441	62302	22270
442	62436	22127
443	62588	21990
444	62722	21847
445	62858	21704
446	62988	21559
447	63125	21417
448	63259	21274
449	63386	21128
450	63522	20986
451	63655	20843
452	63812	20707
453	63906	20551
454	64038	20407
455	64174	20265
456	64322	20127
457	64453	19983
458	64578	19837
459	64705	19692
460	64864	19557
461	65014	19420
462	65141	19275
463	65266	19129
464	65403	18988
465	65547	18848
466	65688	18707
467	65828	18567
468	65970	18426
469	66096	18282
470	66229	18139
471	66343	17991
472	66478	17849
473	66626	17710
474	66778	17573
475	66915	17431
476	67038	17286
477	67172	17144
478	67308	17002
479	67442	16860
480	67576	16718
481	67708	16575
482	67787	16420
483	67933	16281
484	68074	16141
485	68199	15997
486	68335	15856
487	68465	15713
488	68611	15574
489	68733	15430
490	68872	15289
491	69008	15148
492	69133	15004
493	69217	14852
494	69353	14711
495	69484	14569
496	69618	14427
497	69734	14282
498	69905	14149
499	70059	14011
500	70198	13871
501	70339	13731
502	70484	13592
503	70616	13450
504	70751	13309
505	70875	13166
506	71001	13023
507	71141	12883
508	71281	12743
509	71408	12601
510	71566	12464
511	71704	12324
512	71752	12168
513	71893	12028
514	72032	11888
515	72165	11747
516	72303	11607
517	72459	11470
518	72614	11332
519	72752	11192
520	72901	11054
521	73049	10915
522	73159	10771
523	73306	10632
524	73444	10492
525	73587	10352
526	73663	10203
527	73801	10063
528	73954	9925
529	74079	9784
530	74211	9643
531	74323	9499
532	74457	9359
533	74589	9218
534	74709	9076
535	74856	8938
536	74988	8797
537	75132	8658
538	75235	8514
539	75370	8374
540	75505	8234
541	75650	8095
542	75780	7954
543	75922	7815
544	76056	7675
545	76197	7536
546	76357	7398
547	76480	7257
548	76594	7115
549	76665	6969
550	76744	6824
551	76855	6683
552	76981	6542
553	77087	6400
554	77232	6262
555	77358	6121
556	77487	5981
557	77644	5844
558	77779	5704
559	77932	5566
560	78076	5427
561	78211	5288
562	78357	5149
563	78506	5011
564	78636	4871
565	78799	4733
566	78941	4594
567	78990	4450
568	79123	4310
569	79246	4170
570	79345	4029
571	79471	3890
572	79609	3751
573	79752	3612
574	79818	3470
575	79967	3331
576	80102	3192
577	80236	3054
578	80362	2914
579	80496	2775
580	80623	2636
581	80754	2497
582	80884	2358
583	81018	2219
584	81196	2081
585	81367	1943
586	81553	1806
587	81682	1666
588	81828	1528
589	81973	1389
590	82109	1250
591	82258	1111
592	82398	972
593	82527	833
594	82666	694
595	82803	555
596	82945	416
597	83085	277
598	83243	138
599	83399	0
