iter	Poisson
0	0.5451780153
1	0.5242649922
2	0.504789884
3	0.4867073723
4	0.4699505053
5	0.4543161805
6	0.4397628573
7	0.4261072834
8	0.4133838972
9	0.4015232095
10	0.3902909914
11	0.3798996901
12	0.370243521
13	0.3610612795
14	0.3525272532
15	0.3447010698
16	0.3373081121
17	0.3302299268
18	0.3235330959
19	0.3174045326
20	0.3114782551
21	0.3059381349
22	0.3007397524
23	0.2958346516
24	0.2912027384
25	0.2868177519
26	0.2826913053
27	0.2789721487
28	0.2752901887
29	0.2719087295
30	0.2685929348
31	0.2654670885
32	0.2625159245
33	0.2597376956
34	0.2571736978
35	0.2546605724
36	0.252319264
37	0.2501554117
38	0.2480127323
39	0.2460142041
40	0.2441166947
41	0.2422754664
42	0.2406250644
43	0.239030144
44	0.2375091899
45	0.2360484045
46	0.2346744304
47	0.2333472513
48	0.2320908134
49	0.23088232
50	0.2297105379
51	0.2286659917
52	0.2277229613
53	0.2267063758
54	0.2258523044
55	0.2249058721
56	0.2240360354
57	0.2231958822
58	0.2224091573
59	0.2217137028
60	0.2210044678
61	0.2203796599
62	0.2197512931
63	0.2191745539
64	0.2185804663
65	0.2179931452
66	0.2174296078
67	0.2169245946
68	0.2164025592
69	0.2159211689
70	0.2154517601
71	0.2150027043
72	0.2145697559
73	0.2141825901
74	0.2137791999
75	0.2133863231
76	0.2130442096
77	0.2126991055
78	0.2124041512
79	0.2121150916
80	0.2118252063
81	0.2115597845
82	0.2113215983
83	0.2110581154
84	0.2107755422
85	0.2105345857
86	0.2102798658
87	0.210067847
88	0.2098181949
89	0.2096157703
90	0.209392823
91	0.209199252
92	0.2090126256
93	0.2088563607
94	0.2086861436
95	0.2085272417
96	0.2083338858
97	0.2081559784
98	0.2080298733
99	0.207896159
100	0.2077639778
101	0.2076277353
102	0.2074740688
103	0.2073410224
104	0.2071957126
105	0.2070745626
106	0.2069399467
107	0.2068489188
108	0.20673179
109	0.2066064649
110	0.2065131425
111	0.2064155184
112	0.2063160213
113	0.2062224408
114	0.2061555227
115	0.2060649617
116	0.2059875765
