iter	Poisson
0	0.9588376886
1	0.9213372873
2	0.8856743699
3	0.8525380201
4	0.8209849011
5	0.7925267191
6	0.7649753673
7	0.7391621785
8	0.7150067941
9	0.6925355986
10	0.6717431997
11	0.651540254
12	0.6333271114
13	0.6159504113
14	0.5993622506
15	0.5841189473
16	0.5695418825
17	0.5567339957
18	0.5440536446
19	0.5323427643
20	0.5210578418
21	0.5101269225
22	0.4998183623
23	0.4908311432
24	0.4820057328
25	0.473599662
26	0.4654865151
27	0.4580861525
28	0.4508401857
29	0.4440452488
30	0.4378319462
31	0.4316279911
32	0.4260947922
33	0.4210330779
34	0.4162772372
35	0.4114394789
36	0.4066236108
37	0.4022880061
38	0.3983599612
39	0.394440352
40	0.3906496923
41	0.3868825977
42	0.3833822672
43	0.3801581494
44	0.3769626464
45	0.3741738729
46	0.3715169239
47	0.3689810843
48	0.3665381026
49	0.3640406308
50	0.3618268793
51	0.3596859133
52	0.3576486386
53	0.3556531012
54	0.3539403397
55	0.3521072429
56	0.350306128
57	0.3486369942
58	0.3471326604
59	0.3458366579
60	0.3444851339
61	0.3432155463
62	0.3418392706
63	0.3406639824
64	0.3394776536
65	0.338316013
66	0.3372018155
67	0.3362263473
68	0.3352743811
69	0.3343320492
70	0.3334470559
71	0.3325926549
72	0.3317451608
73	0.3309334226
74	0.3302415865
75	0.329513896
76	0.3289127237
77	0.32827059
78	0.3275718577
79	0.3268907845
80	0.3262511555
81	0.3256893671
82	0.3250739599
83	0.3245635628
84	0.3240454609
85	0.3235285059
86	0.3230623286
87	0.322542784
88	0.3221141508
89	0.3217161423
90	0.3213051832
91	0.3209574509
92	0.3206118622
93	0.3202523617
94	0.319881138
95	0.319532741
96	0.3192104383
97	0.3189159201
98	0.3186174637
99	0.3182936733
100	0.3180343206
101	0.3177887978
102	0.3175310947
103	0.317243541
104	0.3169953659
105	0.3167391493
106	0.3164996158
107	0.3162536591
108	0.3160466256
109	0.3158666691
110	0.3156598823
111	0.3154663561
112	0.3152666632
113	0.3150811577
114	0.3149091011
115	0.314725902
116	0.3145726538
117	0.3144044198
118	0.3142594685
119	0.3141065178
120	0.3139614897
121	0.3138222142
122	0.3136607364
123	0.3135276574
124	0.3134066927
125	0.3133145344
126	0.3131862652
127	0.3130748621
128	0.3129665272
129	0.3128455226
130	0.3127393314
131	0.3126547265
132	0.3125342083
133	0.3124204307
134	0.3123055527
135	0.3122015413
136	0.3121177225
137	0.3119981201
138	0.3119349992
139	0.3118389062
140	0.3117574098
141	0.3116832768
142	0.3115930953
143	0.3115208251
