iter	Passed	Remaining
0	131	79058
1	262	78364
2	404	80457
3	563	83941
4	645	76773
5	823	81547
6	980	83027
7	1134	83942
8	1228	80697
9	1396	82389
10	1470	78729
11	1665	81602
12	1819	82147
13	1948	81540
14	2112	82406
15	2271	82904
16	2425	83187
17	2576	83297
18	2734	83610
19	2893	83900
20	3059	84351
21	3222	84674
22	3374	84646
23	3531	84757
24	3704	85199
25	3884	85763
26	4049	85945
27	4171	85215
28	4319	85045
29	4456	84664
30	4615	84724
31	4774	84740
32	4921	84566
33	5013	83457
34	5172	83494
35	5338	83634
36	5525	84083
37	5686	84100
38	5842	84035
39	5974	83644
40	6140	83714
41	6293	83611
42	6452	83577
43	6601	83415
44	6753	83296
45	6900	83107
46	7053	82986
47	7195	82742
48	7341	82557
49	7495	82455
50	7665	82520
51	7821	82425
52	7982	82383
53	8107	81975
54	8254	81797
55	8402	81626
56	8556	81508
57	8704	81344
58	8832	80990
59	8903	80132
60	9061	80067
61	9171	79583
62	9329	79524
63	9440	79062
64	9584	78888
65	9654	78109
66	9806	78015
67	9960	77928
68	10118	77866
69	10268	77743
70	10413	77591
71	10560	77444
72	10714	77352
73	10885	77378
74	11040	77282
75	11214	77317
76	11390	77368
77	11535	77201
78	11687	77078
79	11845	76993
80	12008	76942
81	12158	76807
82	12325	76775
83	12490	76725
84	12643	76602
85	12797	76484
86	12947	76346
87	13104	76244
88	13257	76121
89	13427	76091
90	13576	75941
91	13731	75823
92	13921	75895
93	14078	75782
94	14239	75696
95	14387	75532
96	14539	75398
97	14699	75295
98	14848	75143
99	15003	75018
100	15136	74781
101	15287	74639
102	15447	74538
103	15596	74381
104	15749	74249
105	15904	74122
106	16066	74027
107	16218	73884
108	16377	73775
109	16533	73648
110	16692	73538
111	16855	73441
112	17016	73337
113	17183	73254
114	17369	73252
115	17523	73116
116	17682	72996
117	17836	72856
118	17994	72732
119	18144	72577
120	18286	72391
121	18445	72269
122	18599	72128
123	18749	71974
124	18908	71851
125	19082	71785
126	19207	71534
127	19342	71327
128	19502	71208
129	19647	71032
130	19815	70940
131	20003	70921
132	20171	70826
133	20315	70651
134	20475	70528
135	20640	70420
136	20811	70335
137	20966	70190
138	21120	70046
139	21290	69955
140	21475	69908
141	21628	69759
142	21782	69612
143	21953	69517
144	22091	69322
145	22254	69203
146	22398	69023
147	22544	68852
148	22688	68673
149	22855	68566
150	23020	68452
151	23187	68343
152	23341	68194
153	23522	68123
154	23672	67962
155	23820	67795
156	23964	67620
157	24117	67467
158	24271	67319
159	24434	67195
160	24589	67047
161	24732	66868
162	24891	66733
163	25057	66615
164	25237	66534
165	25377	66349
166	25532	66200
167	25675	66022
168	25847	65919
169	26032	65847
170	26201	65733
171	26357	65587
172	26506	65423
173	26667	65290
174	26822	65139
175	26987	65014
176	27162	64914
177	27315	64758
178	27504	64689
179	27668	64559
180	27818	64398
181	27982	64268
182	28126	64090
183	28278	63935
184	28432	63781
185	28606	63672
186	28766	63532
187	28923	63385
188	29076	63230
189	29260	63141
190	29415	62990
191	29569	62834
192	29726	62687
193	29888	62550
194	30048	62407
195	30202	62253
196	30362	62111
197	30516	61956
198	30657	61777
199	30820	61641
200	30990	61518
201	31147	61370
202	31307	61227
203	31473	61096
204	31636	60957
205	31778	60781
206	31929	60619
207	32093	60484
208	32267	60366
209	32424	60217
210	32576	60058
211	32727	59897
212	32874	59729
213	33036	59589
214	33183	59420
215	33345	59281
216	33496	59120
217	33657	58978
218	33818	58834
219	33978	58690
220	34137	58543
221	34290	58387
222	34444	58230
223	34615	58103
224	34763	57939
225	34921	57790
226	35072	57629
227	35222	57467
228	35375	57311
229	35530	57157
230	35689	57010
231	35842	56853
232	35984	56680
233	36146	56537
234	36298	56378
235	36447	56215
236	36614	56080
237	36763	55917
238	36933	55785
239	37087	55630
240	37246	55483
241	37393	55316
242	37556	55175
243	37721	55036
244	37884	54894
245	38046	54749
246	38212	54612
247	38370	54461
248	38512	54288
249	38671	54140
250	38815	53970
251	38957	53798
252	39114	53647
253	39270	53494
254	39427	53343
255	39593	53203
256	39745	53046
257	39896	52885
258	40046	52725
259	40189	52554
260	40331	52384
261	40478	52219
262	40633	52066
263	40791	51917
264	40948	51765
265	41109	51619
266	41239	51432
267	41392	51277
268	41561	51140
269	41700	50967
270	41867	50828
271	42052	50710
272	42211	50561
273	42365	50405
274	42512	50241
275	42650	50067
276	42802	49910
277	42957	49756
278	43112	49602
279	43264	49445
280	43434	49308
281	43571	49133
282	43644	48888
283	43816	48753
284	43983	48613
285	44169	48493
286	44332	48348
287	44494	48201
288	44644	48042
289	44804	47894
290	44940	47720
291	45073	47542
292	45230	47392
293	45376	47228
294	45524	47067
295	45677	46912
296	45833	46759
297	45989	46607
298	46162	46471
299	46312	46312
300	46469	46160
301	46613	45996
302	46765	45839
303	46919	45684
304	47020	45478
305	47182	45332
306	47338	45179
307	47493	45026
308	47568	44797
309	47726	44647
310	47805	44423
311	47880	44197
312	48017	44028
313	48160	43866
314	48323	43721
315	48470	43562
316	48621	43406
317	48765	43245
318	48906	43080
319	49085	42949
320	49243	42800
321	49382	42634
322	49520	42468
323	49658	42301
324	49820	42155
325	49957	41989
326	50073	41804
327	50168	41603
328	50232	41377
329	50388	41226
330	50550	41081
331	50650	40886
332	50795	40728
333	50874	40517
334	51030	40367
335	51174	40208
336	51295	40032
337	51454	39884
338	51603	39730
339	51760	39581
340	51907	39425
341	51977	39211
342	52126	39056
343	52204	38849
344	52355	38697
345	52536	38567
346	52686	38414
347	52833	38258
348	52934	38070
349	53088	37920
350	53243	37771
351	53394	37618
352	53537	37461
353	53698	37316
354	53861	37171
355	54006	37015
356	54157	36863
357	54303	36707
358	54456	36557
359	54606	36404
360	54761	36254
361	54926	36111
362	55100	35974
363	55246	35819
364	55392	35663
365	55545	35512
366	55691	35357
367	55774	35162
368	55922	35008
369	56090	34867
370	56255	34723
371	56399	34567
372	56561	34422
373	56732	34282
374	56807	34084
375	56961	33934
376	57133	33794
377	57332	33671
378	57525	33543
379	57702	33406
380	57865	33261
381	58011	33106
382	58172	32959
383	58270	32777
384	58471	32652
385	58604	32490
386	58755	32338
387	58920	32193
388	58991	31997
389	59148	31849
390	59244	31667
391	59401	31519
392	59556	31369
393	59663	31194
394	59737	31002
395	59914	30865
396	60077	30719
397	60227	30567
398	60376	30415
399	60529	30264
400	60712	30128
401	60872	29981
402	61014	29825
403	61189	29686
404	61346	29537
405	61502	29387
406	61654	29236
407	61810	29087
408	61976	28942
409	62121	28787
410	62271	28635
411	62424	28484
412	62592	28340
413	62682	28161
414	62845	28015
415	62997	27864
416	63101	27692
417	63261	27544
418	63416	27394
419	63563	27241
420	63708	27087
421	63873	26941
422	64048	26800
423	64192	26645
424	64356	26499
425	64513	26350
426	64666	26199
427	64823	26050
428	64987	25904
429	65097	25736
430	65258	25588
431	65413	25438
432	65495	25260
433	65667	25116
434	65835	24972
435	65993	24823
436	66155	24676
437	66230	24496
438	66394	24349
439	66544	24197
440	66697	24047
441	66850	23896
442	67057	23765
443	67217	23617
444	67291	23438
445	67461	23293
446	67613	23142
447	67733	22981
448	67800	22801
449	67920	22640
450	68074	22490
451	68243	22345
452	68401	22196
453	68549	22044
454	68681	21887
455	68825	21734
456	68901	21559
457	69059	21411
458	69224	21265
459	69386	21117
460	69540	20967
461	69698	20819
462	69860	20671
463	70009	20520
464	70093	20349
465	70265	20205
466	70430	20058
467	70594	19911
468	70752	19762
469	70904	19611
470	71053	19460
471	71206	19310
472	71366	19161
473	71512	19009
474	71672	18861
475	71826	18711
476	71977	18560
477	72124	18408
478	72288	18260
479	72440	18110
480	72595	17960
481	72752	17810
482	72921	17664
483	73071	17513
484	73220	17361
485	73403	17217
486	73555	17067
487	73705	16916
488	73798	16751
489	73946	16600
490	74106	16451
491	74260	16301
492	74415	16151
493	74574	16001
494	74738	15853
495	74836	15691
496	74971	15537
497	75133	15388
498	75313	15243
499	75475	15095
500	75629	14944
501	75775	14792
502	75921	14640
503	76006	14477
504	76079	14311
505	76194	14154
506	76362	14007
507	76524	13858
508	76673	13707
509	76852	13562
